species,clade,superorder,order,family,status,tip_age,age_max,age_min,Mass,Activity,Diet,Sociality,Locomotion,specimen_ID,source,reference
Panthera_pardus,Placentalia,Laurasiatheria,Carnivora,Felidae,extant,0,0,0,52399.99,Mixed,Carnivore,Solitary,Terrestrial,AMNH:Mammals:M-113745,https://n2t.net/ark:/87602/m4/M9046,"56, 101"
Papio_hamadryas,Placentalia,Euarchontoglires,Primates,Cercopithecidae,extant,0,0,0,14007.08,Diurnal,Omnivore,Social,Terrestrial,UMZC:Vertebrates:E.7543.B,https://n2t.net/ark:/87602/m4/421033,"56, 101"
Paracynarctus_sinclairi,Placentalia,Laurasiatheria,Carnivora,Canidae,extinct,15.5,18.5,12.5,12263,NA,Omnivore,NA,NA,AMNH:FM:61009,https://n2t.net/ark:/87602/m4/396096,"76, 122, 156"
Paramylodon_harlani,Placentalia,Xenarthra,Pilosa,Mylodontidae,extinct,2.36,4.7,0.0117,1100000,NA,Herbivore,NA,Terrestrial,LACM:rlb:HC:1717-33,https://n2t.net/ark:/87602/m4/384319,"76, 85, 109"
Paramys_delicatus,Placentalia,Euarchontoglires,Rodentia,Ischyromyidae,extinct,48.5,51.1,45.9,2704.83,NA,NA,NA,Semi-fossorial,AMNH:FM:13090,Phil Cox,"9, 42, 52, 142"
Parapithecus_grangeri,Placentalia,Euarchontoglires,Primates,Parapithecidae,extinct,30.6,33.9,27.3,2765,NA,NA,NA,NA,DPC:18651,Ornella Bertrand,"81, 157"
Patriomanis_americana,Placentalia,Laurasiatheria,Pholidota,Patriomanidae,extinct,35.45,37,33.9,3000,NA,Carnivore,NA,Arboreal,amnh:fm:78999,https://n2t.net/ark:/87602/m4/396108,"76, 158"
Pedetes_capensis,Placentalia,Euarchontoglires,Rodentia,Pedetidae,extant,0,0,0,2549.25,Nocturnal,Herbivore,Social,Terrestrial,AMNH:Mammals:M-42016,https://n2t.net/ark:/87602/m4/M114564,"56, 101"
Pekania_pennanti,Placentalia,Laurasiatheria,Carnivora,Mustelidae,extant,0,0,0,3750,Mixed,Carnivore,Solitary,Terrestrial,UMZC:Vertebrates:K.2266,https://n2t.net/ark:/87602/m4/569105,"56, 101"
Perameles_bougainville,Metatheria,Marsupialia,Peramelemorphia,Peramelidae,extant,0,0,0,230.8,Mixed,Omnivore,Solitary,Terrestrial,SAMA:Mammalogy:M3657,https://n2t.net/ark:/87602/m4/535598,"56, 101"
Peromyscus_polionotus,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,14.27,Nocturnal,Omnivore,NA,NA,uf:mammals:5569,https://n2t.net/ark:/87602/m4/M140631,"56, 101"
Petaurista_leucogenys,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,1178.9,NA,Herbivore,NA,Arboreal,UMMZ:mammals:112384,https://n2t.net/ark:/87602/m4/569175,"97, 101"
Petauroides_volans,Metatheria,Marsupialia,Diprotodontia,Pseudocheiridae,extant,0,0,0,1257.17,Nocturnal,Herbivore,Solitary,Arboreal,TMMM:847,"Weisbecker et al., 2021","56, 101"
Petaurus_australis,Metatheria,Marsupialia,Diprotodontia,Petauridae,extant,0,0,0,567.15,Nocturnal,Omnivore,Social,Arboreal,JM:8598,"Weisbecker et al., 2021","56, 101"
Petinomys_setosus,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,43.85,Nocturnal,Omnivore,NA,Arboreal,ummz:mammals:121036,https://n2t.net/ark:/87602/m4/673042,"56, 101"
Petromus_typicus,Placentalia,Euarchontoglires,Rodentia,Petromuridae,extant,0,0,0,224,Diurnal,Herbivore,Social,Terrestrial,LACM:Mammals:58337,https://n2t.net/ark:/87602/m4/M114289,"56, 101"
Phacochoerus_africanus,Placentalia,Laurasiatheria,Artiodactyla,Suidae,extant,0,0,0,82499.99,Diurnal,Omnivore,Social,Terrestrial,USNM:MAMM:A36000,https://n2t.net/ark:/87602/m4/M100898,"56, 101"
Phalanger_orientalis,Metatheria,Marsupialia,Diprotodontia,Phalangeridae,extant,0,0,0,2487.5,Nocturnal,Herbivore,NA,Arboreal,AMNH:157211,"Weisbecker et al., 2021","56, 101"
Phascogale_tapoatafa,Metatheria,Marsupialia,Dasyuromorphia,Dasyuridae,extant,0,0,0,192.65,Nocturnal,Carnivore,NA,Arboreal,JM:12395,"Weisbecker et al., 2021","56, 101"
Phascolarctos_cinereus,Metatheria,Marsupialia,Diprotodontia,Phascolarctidae,extant,0,0,0,6528.74,Nocturnal,Herbivore,Solitary,Arboreal,ummz:mammals:122553,https://n2t.net/ark:/87602/m4/674911,"56, 101"
Phenacodus_primaevus,Placentalia,Laurasiatheria,Perissodactyla,Phenacodontidae,extinct,54.65,63.4,45.9,82000,NA,NA,NA,Terrestrial,amnh:fm:4369,https://n2t.net/ark:/87602/m4/396114,"65, 76, 107, 159"
Philander_opossum,Metatheria,Marsupialia,Didelphimorphia,Didelphidae,extant,0,0,0,425.81,Nocturnal,Omnivore,Solitary,Terrestrial,J:3461,"Weisbecker et al., 2021","56, 101"
Phocoena_phocoena,Placentalia,Laurasiatheria,Artiodactyla,Phocoenidae,extant,0,0,0,52730.93,Mixed,Carnivore,Social,Aquatic,NMV:Mammalogy:C24749,https://n2t.net/ark:/87602/m4/479886,"56, 101"
Phyllostomus_hastatus,Placentalia,Laurasiatheria,Chiroptera,Phyllostomidae,extant,0,0,0,91.44,NA,Omnivore,Social,Volant,UWBM:Mamm:UWBM:Mamm:73357,https://n2t.net/ark:/87602/m4/660521,"56, 101"
Pipistrellus_hesperus,Placentalia,Laurasiatheria,Chiroptera,Vespertilionidae,extant,0,0,0,3.56,Nocturnal,Carnivore,Social,Volant,UMMZ:mammals:87877,https://n2t.net/ark:/87602/m4/M35514,"56, 101"
Pithecia_pithecia,Placentalia,Euarchontoglires,Primates,Pitheciidae,extant,0,0,0,1667.19,Diurnal,Omnivore,Social,Arboreal,ummz:mammals:98974,https://n2t.net/ark:/87602/m4/673222,"56, 101"
Planigale_ingrami,Metatheria,Marsupialia,Dasyuromorphia,Dasyuridae,extant,0,0,0,6.27,Mixed,Carnivore,NA,Arboreal,J:7656,"Weisbecker et al., 2021","56, 101"
Platacanthomys_lasiurus,Placentalia,Euarchontoglires,Rodentia,Platacanthomyidae,extant,0,0,0,75,Nocturnal,Herbivore,NA,Arboreal,MCZ:Mamm:14770,https://n2t.net/ark:/87602/m4/424074,"98, 101"
Platygonus_compressus,Placentalia,Laurasiatheria,Artiodactyla,Tayassuidae,extinct,1.805,3.6,0.0117,130000,NA,Herbivore,NA,Terrestrial,CM:VertPaleo:012888,https://n2t.net/ark:/87602/m4/411026,"76, 109, 160"
Plionictis_sp,Placentalia,Laurasiatheria,Carnivora,Mustelidae,extinct,10.5,16.3,4.7,640,NA,NA,NA,NA,amnh:fm:25314,https://n2t.net/ark:/87602/m4/396120,76
Pongo_abelii,Placentalia,Euarchontoglires,Primates,Hominidae,extant,0,0,0,39696.12,NA,Herbivore,Social,Arboreal,USNM:MAMM:283737,https://n2t.net/ark:/87602/m4/102780,"56, 101"
Pontoporia_blainvillei,Placentalia,Laurasiatheria,Artiodactyla,Pontoporiidae,extant,0,0,0,40499.99,NA,Carnivore,NA,Aquatic,USNM:RLB:018,Eli Amson,"56, 101"
Potamogale_velox,Placentalia,Afrotheria,Afrosoricida,Potamogalidae,extant,0,0,0,670.99,Nocturnal,Carnivore,Solitary,Semi-Aquatic,UMZC:Vertebrates:E.5425.F,https://n2t.net/ark:/87602/m4/421045,"56, 101"
Potorous_tridactylus,Metatheria,Marsupialia,Diprotodontia,Potoroidae,extant,0,0,0,1054.67,Nocturnal,Omnivore,Solitary,Terrestrial,AMNH:65337,"Weisbecker et al., 2021","56, 101"
Prionodon_linsang,Placentalia,Laurasiatheria,Carnivora,Prionodontidae,extant,0,0,0,684.83,Nocturnal,Carnivore,Solitary,Arboreal,USNM:MAMM:USNM 303036,https://n2t.net/ark:/87602/m4/M100895,"56, 101"
Procavia_capensis,Placentalia,Afrotheria,Hyracoidea,Procaviidae,extant,0,0,0,2952.48,Diurnal,Herbivore,Social,Terrestrial,l-cj:hyr,https://n2t.net/ark:/87602/m4/420654,"56, 101"
Procyon_lotor,Placentalia,Laurasiatheria,Carnivora,Procyonidae,extant,0,0,0,6373.72,Mixed,Omnivore,Social,Semi-arboreal,psu:anth:301.4,https://n2t.net/ark:/87602/m4/M73401,"56, 101"
Promartes_olcotti,Placentalia,Laurasiatheria,Carnivora,Mustelidae,extinct,21.6,24.7,18.5,3000,NA,NA,NA,NA,fmnh:p:25233,https://n2t.net/ark:/87602/m4/407940,76
Prometheomys_schaposchnikowi,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,75,NA,NA,NA,NA,UMMZ:mammals:110414,https://n2t.net/ark:/87602/m4/M68564,"56, 101"
Pronolagus_randensis,Placentalia,Euarchontoglires,Lagomorpha,Leporidae,extant,0,0,0,2376.47,Nocturnal,Herbivore,Solitary,Terrestrial,ummz:mammals:111220,https://n2t.net/ark:/87602/m4/675018,"56, 101"
Propithecus_verreauxi,Placentalia,Euarchontoglires,Primates,Indriidae,extant,0,0,0,3588.26,Diurnal,Herbivore,Social,Arboreal,dlc:6610m,https://n2t.net/ark:/87602/m4/704315,"56, 101"
Proscelidodon_patrius,Placentalia,Xenarthra,Pilosa,Scelidotheriidae,extinct,4.15,5.3,3,422890,NA,Herbivore,NA,Terrestrial,MACN:Pv:14906,Alberto Boscaini,"56, 101"
Prospaniomys_priscus,Placentalia,Euarchontoglires,Rodentia,Echimyidae,extinct,19.25,21,17.5,590,NA,NA,NA,NA,MACN:PV:CH1913,,"81, 161-163"
Proteles_cristatus,Placentalia,Laurasiatheria,Carnivora,Hyaenidae,extant,0,0,0,8139.39,Nocturnal,Carnivore,Solitary,Terrestrial,TM:Mammal Collection:37169,https://n2t.net/ark:/87602/m4/M114828,"56, 101"
Proterotherium_cavum,Placentalia,Laurasiatheria,Litopterna,Proterotheriidae,extinct,16.9,17.5,16.3,70250,NA,Herbivore,NA,Terrestrial,amnh:fm:9245,https://n2t.net/ark:/87602/m4/396514,https://paleobiodb.org/
Protocetus_atavus,Placentalia,Laurasiatheria,Artiodactyla,Protocetidae,extinct,44.55,48.07,41.03,148000,NA,Carnivore,NA,Aquatic,SMNS:P:11084,https://doi.org/10.18563/m3.sf.1655,"99, 165"
Protosciurus_rachelae,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extinct,24,29.5,18.5,349.62,NA,NA,NA,NA,ypm:vp:014737,https://n2t.net/ark:/87602/m4/M48019,"9, 52"
Protypotherium_australe,Placentalia,Laurasiatheria,Notoungulata,Interatheriidae,extinct,16.5,17.5,15.5,9683,NA,Herbivore,NA,Terrestrial,fmnh:p:13046,https://n2t.net/ark:/87602/m4/407952,"76, 147"
Pseudaelurus_validus,Placentalia,Laurasiatheria,Carnivora,Felidae,extinct,17.4,18.5,16.3,30000,NA,Carnivore,NA,NA,amnh:fm:61835,https://n2t.net/ark:/87602/m4/396520,"76, 139"
Pseudhipparion_gratum,Placentalia,Laurasiatheria,Perissodactyla,Equidae,extinct,7.54,12.5,2.58,50000,NA,Herbivore,NA,Terrestrial,amnh:fm:70025,https://n2t.net/ark:/87602/m4/396526,"76, 127"
Pseudocheirus_peregrinus,Metatheria,Marsupialia,Diprotodontia,Pseudocheiridae,extant,0,0,0,895.22,NA,Herbivore,Social,Arboreal,SAMA:Mammalogy:M12547,https://n2t.net/ark:/87602/m4/538362,"56, 101"
Pseudochirops_cupreus,Metatheria,Marsupialia,Diprotodontia,Pseudocheiridae,extant,0,0,0,1764.08,Mixed,Herbivore,NA,Arboreal,AMNH:Mammals:M-151829,https://n2t.net/ark:/87602/m4/M114567,"56, 101"
Pseudotomus_horribilis,Placentalia,Euarchontoglires,Rodentia,Ischyromyidae,extinct,48.5,51.1,45.9,5165.31,NA,NA,NA,NA,usnm:paleobiology:17159,https://n2t.net/ark:/87602/m4/M40171,"9, 42, 52"
Pseudotypotherium_pseudopachygnathum,Placentalia,Laurasiatheria,Notoungulata,Mesotheriidae,extinct,7.1,11.63,2.58,80000,NA,Herbivore,NA,NA,amnh:fm:14509,https://n2t.net/ark:/87602/m4/396556,"76, 147"
Pteromys_volans,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,143.09,Nocturnal,Omnivore,NA,Arboreal,ummz:mammalS:81148,https://n2t.net/ark:/87602/m4/672871,"56, 101"
Pteropus_giganteus,Placentalia,Laurasiatheria,Chiroptera,Pteropodidae,extant,0,0,0,824.85,NA,Herbivore,Social,Volant,UMMZ:mammals:91079,https://n2t.net/ark:/87602/m4/M35622,"56, 101"
Ptilocercus_lowii,Placentalia,Euarchontoglires,Scandentia,Ptilocercidae,extant,0,0,0,42.5,Nocturnal,Omnivore,NA,Arboreal,USNM:MAMM:USNM 488055,https://n2t.net/ark:/87602/m4/M6418,"56, 101"
Quercygale_angustidens,Placentalia,Laurasiatheria,Carnivora,Miacidae,extinct,37.465,41.03,33.9,6963,NA,NA,NA,NA,nrm:pz:m2329,https://n2t.net/ark:/87602/m4/343580,"81, 83"
Rapamys_atramontis,Placentalia,Euarchontoglires,Rodentia,Ischyromyidae,extinct,41.45,45.9,37,1307.61,NA,NA,NA,NA,amnh:fm:128706,https://n2t.net/ark:/87602/m4/M40170,"9, 42"
Redunca_arundinum,Placentalia,Laurasiatheria,Artiodactyla,Bovidae,extant,0,0,0,58059.24,Mixed,Herbivore,Solitary,Terrestrial,USNM:MAMM:367429,https://n2t.net/ark:/87602/m4/M100781,"56, 101"
Rhinolophus_affinis,Placentalia,Laurasiatheria,Chiroptera,Rhinolophidae,extant,0,0,0,13.7,NA,Carnivore,NA,Volant,amnh:mammals:272177,https://n2t.net/ark:/87602/m4/M35946,"56, 101"
Rhinophylla_fischerae,Placentalia,Laurasiatheria,Chiroptera,Phyllostomidae,extant,0,0,0,9.6,NA,Herbivore,NA,Volant,AMNH:Mammals:M-230485,https://n2t.net/ark:/87602/m4/M36610,"56, 101"
Rhinopithecus_roxellana,Placentalia,Euarchontoglires,Primates,Cercopithecidae,extant,0,0,0,13456.8,Diurnal,Herbivore,Social,Arboreal,USNM:MAMM:268888,https://n2t.net/ark:/87602/m4/102302,"56, 101"
Rhinopoma_hardwickii,Placentalia,Laurasiatheria,Chiroptera,Rhinopomatidae,extant,0,0,0,13.1,NA,Carnivore,Social,Volant,UMMZ:mammals:157595,https://n2t.net/ark:/87602/m4/M61957,"56, 101"
Rhipidomys_fulviventer,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,89,Nocturnal,NA,NA,NA,UMMZ:mammals:156377,https://n2t.net/ark:/87602/m4/M70174,"56, 101"
Rhizomys_sinensis,Placentalia,Euarchontoglires,Rodentia,Spalacidae,extant,0,0,0,865,NA,Herbivore,Solitary,Fossorial,mnhn:zm:MO-1912-851,https://n2t.net/ark:/87602/m4/M55372,"101, 102"
Rhynchocyon_petersi,Placentalia,Afrotheria,Macroscelididae,Macroscelidea,extant,0,0,0,423.99,NA,Carnivore,Solitary,Terrestrial,NHMUK:ZOO:1886.9.21.1,https://n2t.net/ark:/87602/m4/421122,"56, 101"
Romerolagus_diazi,Placentalia,Euarchontoglires,Lagomorpha,Leporidae,extant,0,0,0,465.58,Mixed,Herbivore,Social,Terrestrial,UMMZ:mammals:111225,https://n2t.net/ark:/87602/m4/569179,"56, 101"
Rooneyia_viejaensis,Placentalia,Euarchontoglires,Primates,Omomyidae,extinct,38.35,39.7,37,381,NA,NA,NA,NA,TMM:40688-7,Ornella Bertrand,"9, 95, 108, 157"
Rousettus_aegyptiacus,Placentalia,Laurasiatheria,Chiroptera,Pteropodidae,extant,0,0,0,134,Nocturnal,Herbivore,Social,Volant,UMMZ:mammals:161026,https://n2t.net/ark:/87602/m4/M41434,"56, 101"
Saiga_tatarica,Placentalia,Laurasiatheria,Artiodactyla,Bovidae,extant,0,0,0,37734.01,Diurnal,Herbivore,Social,Terrestrial,USNM:MAMM:336264,https://n2t.net/ark:/87602/m4/M100779,"56, 101"
Saimiri_boliviensis,Placentalia,Euarchontoglires,Primates,Cebidae,extant,0,0,0,799.45,Diurnal,Herbivore,Social,Arboreal,AMNH:Mammals:M-211647,https://n2t.net/ark:/87602/m4/M21979,"56, 101"
Sarcophilus_harrisii,Metatheria,Marsupialia,Dasyuromorphia,Dasyuridae,extant,0,0,0,8202.25,Nocturnal,Carnivore,Solitary,Terrestrial,AM:10756,"Weisbecker et al., 2021","56, 101"
Scalopus_aquaticus,Placentalia,Laurasiatheria,Eulipotyphla,Talpidae,extant,0,0,0,87.15,NA,Carnivore,NA,Fossorial,UMMZ:mammals:44542,https://n2t.net/ark:/87602/m4/570343,"56, 101"
Scapteromys_tumidus,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,146,Mixed,Carnivore,NA,Semi-Aquatic,UMMZ:mammals:134434,https://n2t.net/ark:/87602/m4/M68597,"56, 101"
Sciurus_vulgaris,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,333,Diurnal,Omnivore,Solitary,Arboreal,UMMZ:mammals:80280,https://n2t.net/ark:/87602/m4/M65524,"56, 101"
Scotonycteris_zenkeri,Placentalia,Laurasiatheria,Chiroptera,Pteropodidae,extant,0,0,0,21.3,Nocturnal,NA,NA,Volant,AMNH:Mammals:M-239380,https://n2t.net/ark:/87602/m4/M36629,"56, 101"
Semnopithecus_entellus,Placentalia,Euarchontoglires,Primates,Cercopithecidae,extant,0,0,0,12679.29,Diurnal,Herbivore,Social,Semi-arboreal,amnh:anth:99.1-2285,https://n2t.net/ark:/87602/m4/M16046,"56, 101"
Setonix_brachyurus,Metatheria,Marsupialia,Diprotodontia,Macropodidae,extant,0,0,0,3027.67,Nocturnal,Herbivore,NA,Terrestrial,NHMUK:ZOO:1906.8.1.245,Phenome10K,"56, 101"
Sicista_concolor,Placentalia,Euarchontoglires,Rodentia,Sminthidae,extant,0,0,0,8.92,NA,NA,NA,NA,uf:mammals:27336,https://n2t.net/ark:/87602/m4/M140651,"56, 101"
Sigmodon_hispidus,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,110.65,Mixed,Herbivore,Solitary,Terrestrial,UMMZ:mammals:164639,https://n2t.net/ark:/87602/m4/M68612,"56, 101"
Silvabestius_johnnilandi,Metatheria,Marsupialia,Diprotodontia,Diprotodontidae,extinct,21.64,27.3,15.98,46960,NA,NA,NA,NA,QMF:30504,"Weisbecker et al., 2021",30
Simosthenurus_occidentalis,Metatheria,Marsupialia,Diprotodontia,Macropodidae,extinct,2.67235,5.333,0.0117,118000,NA,NA,NA,NA,SAMP:1668,"Weisbecker et al., 2021",30
Smilodectes_gracilis,Placentalia,Euarchontoglires,Primates,Notharctidae,extinct,48.35,50.5,46.2,820,NA,NA,NA,Arboreal,USNM:17994,https://n2t.net/ark:/c7602/m2/m11006,"8, 95, 108"
Smilodon_fatalis,Placentalia,Laurasiatheria,Carnivora,Felidae,extinct,0.805,1.4,0.21,225600,NA,Carnivore,NA,Terrestrial,LACM:rlb:R37376,https://n2t.net/ark:/87602/m4/636272 ,"15, 139"
Sminthopsis_macroura,Metatheria,Marsupialia,Dasyuromorphia,Dasyuridae,extant,0,0,0,23.56,Mixed,Carnivore,NA,Terrestrial,VW:Adult3,"Weisbecker et al., 2021","56, 101"
Smutsia_gigantea,Placentalia,Laurasiatheria,Pholidota,Manidae,extant,0,0,0,32999.7,NA,Carnivore,Solitary,Terrestrial,amnh:mammals:53851,https://n2t.net/ark:/87602/m4/598458,"56, 101"
Solenodon_paradoxus,Placentalia,Laurasiatheria,Eulipotyphla,Solenodontidae,extant,0,0,0,899.99,Mixed,Carnivore,Solitary,Fossorial,FMNH:Mammals:51068,https://n2t.net/ark:/87602/m4/M157834,"56, 101"
Sorex_araneus,Placentalia,Laurasiatheria,Eulipotyphla,Soricidae,extant,0,0,0,9.18,Mixed,Carnivore,Solitary,Terrestrial,umzc:vertebrates:E5190D,https://n2t.net/ark:/87602/m4/636816,"56, 101"
Spalacopus_cyanus,Placentalia,Euarchontoglires,Rodentia,Octodontidae,extant,0,0,0,100.86,Mixed,Herbivore,Social,Fossorial,mnhn:zm:MO-1971-1010,https://n2t.net/ark:/87602/m4/M54760,"56, 101"
Speothos_pacivorus,Placentalia,Laurasiatheria,Carnivora,Canidae,extant,0,0,0,6324.54,Diurnal,Carnivore,NA,Terrestrial,NHMD:211341,doi: 10.18563/m3.sf.1475,"56, 101"
Steatomys_pratensis,Placentalia,Euarchontoglires,Rodentia,Nesomyidae,extant,0,0,0,30.58,NA,NA,NA,NA,MSU:MR:24868,https://n2t.net/ark:/87602/m4/M86528,"56, 101"
Sturnira_ludovici,Placentalia,Laurasiatheria,Chiroptera,Phyllostomidae,extant,0,0,0,21,NA,Herbivore,NA,Volant,UMMZ:mammals:95704,https://n2t.net/ark:/87602/m4/M35701,"56, 101"
Suncus_murinus,Placentalia,Laurasiatheria,Eulipotyphla,Soricidae,extant,0,0,0,43.76,Nocturnal,Carnivore,NA,NA,UMZC:E5251G,https://n2t.net/ark:/87602/m4/569073,"56, 101"
Sundamys_muelleri,Placentalia,Euarchontoglires,Rodentia,Muridae,extant,0,0,0,356.48,NA,NA,NA,NA,UMMZ:mammals:174437,https://n2t.net/ark:/87602/m4/M68616,"56, 101"
Sundasciurus_juvencus,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,259,NA,NA,NA,Arboreal,UMMZ:mammals:161448,https://n2t.net/ark:/87602/m4/709042,"97, 101"
Sus_scrofa,Placentalia,Laurasiatheria,Artiodactyla,Suidae,extant,0,0,0,84471.54,Mixed,Omnivore,Social,Terrestrial,tmm:m:454,https://n2t.net/ark:/87602/m4/606541,"56, 101"
Sylvilagus_bachmani,Placentalia,Euarchontoglires,Lagomorpha,Leporidae,extant,0,0,0,714.53,Nocturnal,Herbivore,NA,Terrestrial,UMMZ:mammals:93557,https://n2t.net/ark:/87602/m4/M164470,"56, 101"
Tachyglossus_aculeatus,Monotremata,Monotremata,Monotremata,Tachyglossidae,extant,0,0,0,4499.97,Mixed,Carnivore,Solitary,Terrestrial,YPM:VZ:YPM MAM 014872,https://n2t.net/ark:/87602/m4/M64578,"56, 101"
Tachyoryctes_splendens,Placentalia,Euarchontoglires,Rodentia,Spalacidae,extant,0,0,0,227.13,NA,Herbivore,Solitary,Fossorial,mnhn:zm:MO-1993-293,https://n2t.net/ark:/87602/m4/M55292,"56, 101"
Tadarida_brasiliensis,Placentalia,Laurasiatheria,Chiroptera,Molossidae,extant,0,0,0,12.61,NA,Carnivore,Social,Volant,AMNH:M-:89951,https://n2t.net/ark:/87602/m4/475082,"56, 101"
Talpa_europaea,Placentalia,Laurasiatheria,Eulipotyphla,Talpidae,extant,0,0,0,87.53,Mixed,Carnivore,Solitary,Fossorial,UMMZ:mammals:62225,https://n2t.net/ark:/87602/m4/570263,"56, 101"
Tamandua_sp,Placentalia,Xenarthra,Pilosa,Myrmecophagidae,extant,0,0,0,4800,Mixed,Carnivore,Solitary,Arboreal,NHMUK 1.8.3.5,Phenome10K,"56, 101"
Tamias_striatus,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,111,NA,NA,Solitary,Semi-fossorial,UMZC:Vertebrates:E.1696,https://n2t.net/ark:/87602/m4/421225,"15, 101"
Taphozous_melanopogon,Placentalia,Laurasiatheria,Chiroptera,Emballonuridae,extant,0,0,0,25.99,Nocturnal,NA,Social,Volant,UMMZ:mammals:156810,https://n2t.net/ark:/87602/m4/M35744,"56, 101"
