spp.names	lnCsize	lnMass	lnMassSq
Phascolarctos_cinereus	5.79664406347316	8.78396924806257	77.1581157509088
Phenacodus_primaevus	5.79902727690795	11.3144745262464	128.017333805078
Philander_opossum	5.17929244970696	6.05399323738793	36.6508341183388
Phocoena_phocoena	6.57472405734613	10.8729574693878	118.221204131115
Phyllostomus_hastatus	4.78094782232833	4.51568301948656	20.3913931324792
Pipistrellus_hesperus	3.7629308870191	1.26976054486394	1.61229184129317
Pithecia_pithecia	5.70115161687556	7.41889485346045	55.0400008467019
Planigale_ingrami	3.98397576097296	1.83577635464483	3.37007482427306
Platacanthomys_lasiurus	4.73968632431638	4.31748811353631	18.6407036105273
Platygonus_compressus	6.31558007910941	11.7752897294377	138.657448212201
Plionictis_sp	5.52655717816834	6.46146817635372	41.7505709940318
Pongo_abelii	6.40442405928615	10.5890087289016	112.127105860755
Pontoporia_blainvillei	6.33166192370216	10.609057006181	112.552090560399
Potamogale_velox	4.96140522995785	6.50875423373097	42.3638816751109
Potorous_tridactylus	5.43616989077585	6.9609832007707	48.4552871214119
Prionodon_linsang	5.47489971623234	6.52917063227919	42.630069145417
Procavia_capensis	5.60600065852151	7.99040077412817	63.846504531188
Procyon_lotor	5.88008950633087	8.75993856555303	76.7365236722633
Promartes_olcotti	5.69591206314074	8.00636756765025	64.1019216283217
Prometheomys_schaposchnikowi	4.63094503211796	4.31748811353631	18.6407036105273
Pronolagus_randensis	5.50180707009158	7.77337147236824	60.4253040474284
Propithecus_verreauxi	5.69131939847685	8.18542268432143	67.0011445210039
Proscelidodon_patrius	6.43705205710775	12.9548673769289	167.828588753818
Prospaniomys_priscus	5.00936981345679	6.38012253689976	40.7059635858563
Proteles_cristatus	5.91127516496602	9.00447051761361	81.0804893025727
Proterotherium_cavum	6.12901469090945	11.159815587196	124.541483940223
Protocetus_atavus	6.61080513144443	11.9049675527463	141.728252431941
Protosciurus_rachelae	5.24124520153177	5.85684685038304	34.3026550288417
Protypotherium_australe	5.63050327574923	9.17812704961153	84.2380161388109
Pseudaelurus_validus	6.18586446347254	10.3089526606443	106.274504959405
Pseudhipparion_gratum	6.39959392160762	10.8197782844103	117.067602123796
Pseudocheirus_peregrinus	5.14239856668797	6.79706949812438	46.2001537623328
Pseudochirops_cupreus	5.2386038867829	7.47538458701231	55.8813747237412
Pseudotomus_horribilis	5.62930280940184	8.54972039911373	73.0977189030215
Pseudotypotherium_pseudopachygnathum	6.07498163298126	11.289781913656	127.459175657915
Pteromys_volans	4.97491178655452	4.96347380291864	24.6360721922597
Pteropus_giganteus	5.3596129003761	6.71520155162193	45.0939318789056
Ptilocercus_lowii	4.81186041124271	3.74950407593037	14.0587808154185
Quercygale_angustidens	5.77628790136884	8.84836569494255	78.2935754714361
Rapamys_atramontis	5.3775298323806	7.17595632241947	51.4943491412719
Redunca_arundinum	6.38905950020769	10.969219147586	120.323768707766
Rhinolophus_affinis	4.26215293877193	2.61739583283408	6.8507609457372
Rhinophylla_fischerae	4.13162218235664	2.26176309847379	5.11557231361776
Rhinopithecus_roxellana	6.15480361217305	9.50723983347757	90.3876092512626
Rhinopoma_hardwickii	4.12473875534811	2.57261223020711	6.61833368701118
Rhipidomys_fulviventer	4.64827222887622	4.48863636973214	20.1478564596821
Rhizomys_sinensis	5.34611210954377	7.60090245954208	57.7737181994729
Rhynchocyon_petersi	5.20795539363623	6.04970987004817	36.5989895117582
Romerolagus_diazi	5.28205113280721	6.14328394016816	37.739937569528
Rooneyia_viejaensis	5.31151017018021	5.9427993751267	35.3168644130063
Rousettus_aegyptiacus	4.90945696731068	4.89783979995091	23.9888347059832
Saiga_tatarica	6.21798580608751	10.5383170887845	111.056127063768
Saimiri_boliviensis	5.61186342594794	6.68392399123143	44.6748399205591
Sarcophilus_harrisii	5.59494720578768	9.01216378585813	81.2190961031327
Scalopus_aquaticus	4.80455744740029	4.46763077196603	19.9597247146178
Scapteromys_tumidus	4.80101444584278	4.98360662170834	24.8363349599352
Sciurus_vulgaris	5.26350801140195	5.80814248998044	33.7345191839162
Scotonycteris_zenkeri	4.49261784260795	3.05870707271538	9.35568895667909
